title,doi,pubmedid,date,authors,subject,venue,article_type,country,paywall,notes,other_article_info,retraction_reasons,retraction_date,retraction_notice_type,retraction_notice_doi
Absence et Subterfuge Modianesques,10.1007/s11059-012-0120-6,,05/04/2012,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,France,United States,No,"Office of the University Provost, Dean of Faculty and Frederick A. Treuhaft Foundation Distinguished Professor, University of Atlanta, Atlanta, USA Centre National de la Recherche Scientifique, Paris, France; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/23/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Apories Cioraniennes,10.1007/s11059-010-0081-6,,01/07/2011,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,United States,No,,"Office of the University Provost, Dean of Faculty and Frederick A. Treuhaft Foundation Distinguished Professor, University of Atlanta, Atlanta, USA; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/23/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Autopsies du Centre,10.1007/s11059-010-0065-6,,10/22/2010,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,United States,No,,"Office of the University Provost and Executive Vice-President of Operations, University of Atlanta, Atlanta, USA; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",investigation by journal/publisher; plagiarism of article,01/23/2015,Retraction,00000000; 10.1007/s11059-014-0289-y
Aux Alentours du néant: Propos sur L’anodin,10.1007/s11059-013-0186-9,,05/02/2013,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,France,United States,No,"Office of the University Provost, Dean of Faculty and Frederick A. Treuhaft Foundation Distinguished Professor, University of Atlanta, Atlanta, USA Centre National de la Recherche Scientifique, Paris, France; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/23/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Désignifier au Pluriel: Les épreuves du labyrinthe générique,10.1007/s11059-014-0235-z,,07/26/2014,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,France,United States,No,"Office of the University Provost, Dean of Faculty and Frederick A. Treuhaft Foundation Distinguished Professor, University of Atlanta, Atlanta, USA Centre National de la Recherche Scientifique, Paris, France; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/23/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Les Enjeux de la Parole,10.1007/s11059-008-4013-7,,10/28/2008,Richard Lawrence Etienne Barnett,(HUM) Philosophy; ,Neohelicon ---Springer,Research Article,United States,No,,"University of Atlanta, Atlanta, USA; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/23/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Les épreuves du Labyrinthe Rochien,10.1007/s11059-011-0111-z,,08/30/2011,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,France,United States,No,"Office of the University Provost and Executive Vice President for Operations, University of Atlanta, Atlanta, USA Centre National de la Recherche Scientifiquerue de Rivoli, Paris, France; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/23/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Of Difference Contrived: The Semiotics of Sameness in J.-K. Huysmans’ A Rebours,10.1007/s11059-007-1013-y,,06/01/2007,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,Belgium,No,,"Université Libre de Bruxelles, Bruxelles, Belgique; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/23/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Paroles à la Dérive,10.1007/s11059-013-0232-7,,02/14/2014,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,France,United States,No,"Office of the University Provost, Dean of Faculty and Frederick A. Treuhaft Foundation Distinguished Professor, University of Atlanta, Atlanta, USA Centre National de la Recherche Scientifique, Paris, France; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/23/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Sur l’émiettement chaotique du sens,10.1007/s11059-008-3007-9,,06/07/2008,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,United States,No,,"Office of the University Provost, Dean of Faculty and Frederick A. Treuhaft Foundation Distinguished Professor, University of Atlanta, Atlanta, USA; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; plagiarism of text,01/23/2015,Retraction,00000000; 10.1007/2Fs11059-014-0289-y
The Semiotics of “Transit” in Joyce’s Ulysses,10.1007/s11059-009-1015-z,,05/19/2009,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,United States,No,,"Office of the University Provost, Dean of Faculty and Frederick A. Treuhaft Foundation Distinguished Professor, University of Atlanta, Atlanta, USA; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/23/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Cioran et le gouffre temporel,10.1075/rro.44.1.05bar,,03/24/2009,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Revue Romane ---John Benjamins,Review Article,United States,No,,"University of Atlanta, Georgia (USA)",investigation by journal/publisher; plagiarism of article,01/01/2015,Retraction,00000000; 10.1075/rro.50.1.001edi
Jeux transgressifs: Sur les egarements rochiens,10.1075/rro.46.1.06bar,,06/27/2011,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Revue Romane ---John Benjamins,Review Article,United States,No,,"University of Atlanta, Georgia (USA)",investigation by journal/publisher; plagiarism of article,01/01/2015,Retraction,00000000; 10.1075/rro.50.1.001edi
La Parole Monstrueuse,10.1007/s11059-006-0032-4,,12/01/2006,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,United States,No,,"Office of the University Provost, Dean of Faculty and Frederick A. Treuhaft Foundation Distinguished Professor, University of Atlanta, Atlanta, USA Frederick A. Treuhaft Foundation; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/01/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Le mythe de l’éminence grise. Sémiotique du sous-texte paulhanien,10.1484/J.LLR.1.102300,,01/01/2011,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Les Lettres Romanes ---Brepols Publishers,Review Article,United States,No,,Unavailable,notice - lack of; withdrawal,01/01/2015,Retraction,00000000; unavailable
Le postmoderne a la derive: parcours dubouchettien,10.3366/nfs.2004-3.003,,06/01/2012,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Nottingham French Studies ---Edinburgh University Press,Review Article,United States,No,,University of Atlanta,investigation by journal/publisher; plagiarism of article; withdrawal,01/01/2015,Retraction,00000000; 10.3366/nfs.2015.0111
Les enjeux de l’irrepresentable,10.1111/j.1600-0811.2004.00005.x,,05/25/2004,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Revue Romane ---John Benjamins,Review Article,United States,No,,Frederick A. Treuhaft Foundation Fellow,investigation by journal/publisher; plagiarism of article,01/01/2015,Retraction,00000000; 10.1075/rro.50.1.001edi
L'interminable depart: topos de l'evanescence rimbaldienne,10.1111/j.1600-0811.2007.420206.x,,12/27/2007,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Revue Romane ---John Benjamins,Review Article,United States,No,,"University of Atlanta, Georgia (USA)",investigation by journal/publisher; plagiarism of article,01/01/2015,Retraction,00000000; 10.1075/rro.50.1.001edi
Mélanges: La guerre du goût,10.1111/j.1600-0811.2004.00016.x,,10/15/2004,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Revue Romane ---John Benjamins,Review Article,United States,No,,Frederick A. Treuhaft Foundation Fellow,investigation by journal/publisher; plagiarism of article,01/01/2015,Retraction,00000000; 10.1075/rro.50.1.001edi
Paroles Disloquées,10.1007/s11059-013-0210-0,,07/11/2013,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Neohelicon ---Springer,Research Article,France,United States,No,"Office of the University Provost, Dean of Faculty and Frederick A. Treuhaft Foundation Distinguished Professor, University of Atlanta, Atlanta, USA Centre National de la Recherche Scientifique, Paris, France; http://retractionwatch.com/2015/01/28/serial-plagiarist-loses-13-papers/",duplication of text; euphemisms for duplication; plagiarism of text,01/01/2015,Retraction,; 10.1007/2Fs11059-014-0289-y
Poetique de la fuite. Parcours rimbaldiens,10.1484/J.LLR.3.154,,01/01/2007,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Les Lettres Romanes ---Brepols Publishers,Review Article,United States,No,,Unavailable,notice - lack of; withdrawal,01/01/2015,Retraction,00000000; unavailable
Poetique de la rupture spectrale: Hantise et ressassement,10.1075/rro.48.1.06eti,,06/21/2013,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Revue Romane ---John Benjamins,Review Article,United States,No,,"University of Atlanta, Georgia (USA)",investigation by journal/publisher; plagiarism of article,01/01/2015,Retraction,00000000; 10.1075/rro.50.1.001edi
Sur la poetique circonstancielle : micro-lecture dubouchettienne,10.1111/j.1600-0811.2004.00016.x,,10/15/2004,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Revue Romane ---John Benjamins,Review Article,United States,No,,Frederick A. Treuhaft Foundation Fellow,investigation by journal/publisher; plagiarism of article,01/01/2015,Retraction,00000000; 10.1075/rro.50.1.001edi
Transpositions architecturale chez Bosco,10.1484/J.LLR.3.186,,01/01/2009,Richard Lawrence Etienne Barnett,(HUM) Arts -Literature/Poetry; ,Les Lettres Romanes ---Brepols Publishers,Review Article,United States,No,,Unavailable,notice - lack of; withdrawal,01/01/2015,Retraction,00000000; unavailable
Land and market: the wheat from the field to the mill. The River Plate campaign in the 18th century,,,12/01/2013,Sandra Fabiana Olivero Guidobono,(B/T) Business - Economics; (BLS) Agriculture; (HUM) History - Europe; ,Jahrbuch fur Geschichte Lateinamerikas ---De Gruyter,Research Article,Spain,No,,"University of Seville, Faculty of Geography and History, Spain",plagiarism of article; withdrawal,12/01/2014,Retraction,00000000; unavailable
Sacred psychiatry in ancient Greece,10.1186/1744-859X-13-11,24725988,04/12/2014,Georgios Tzeferakos; Athanasios Douzenis,(HSC) Medicine - Psychiatry; (HUM) History - Europe; ,Annals of General Psychiatry ---BioMed Central (BMC),Research Article,Greece,No,,"Second Department of Psychiatry, University of Athens, Attikon Hospital, 1 Rimini str., Athens 12462, Greece",euphemisms for plagiarism; plagiarism of text,11/26/2014,Retraction,; 10.1186/s12991-014-0030-2
Impact of Spiritual Leadership on Unit Performance,10.1016/j.leaqua.2011.02.002,,04/01/2011,Louis W Fry; Sean T Hannah; Michael Noel; Frederick O Walumbwa,(B/T) Business - Management; (HUM) Religion; (SOC) Sociology; ,The Leadership Quarterly ---Elsevier,Research Article,United States,No,,"Texas A&M - Central Texas, 1901 South Clear Creek Rd. Killeen, TX 76549, United States Center for the Army Profession and Ethic, West Point, United States Military Academy, West Point, NY, 10996, United States Department of Behavioral Sciences and Leadership, United States Military Academy, West Point, NY, 10996, United States Department of Management, W.P. Carey School of Business, Arizona State University, Tempe, AZ 85287-4006, United States; http://retractionwatch.com/2014/02/07/leadership-journal-to-retract-five-papers-from-fiu-scholar/; http://retractionwatch.com/category/by-author/walumbwa/",error in data;; unreliable data; unreliable results; upgrade/update of prior notice;; unreliable data; unreliable results; upgrade/update of prior notice,04/27/2012;; 07/30/2014;; 10/01/2014,Correction;; Retracted Article; Retraction;; Retraction,00000000; 10.1016/j.leaqua.2012.04.001;; 00000000; 10.1016/j.leaqua.2012.04.001;; 00000000; 10.1016/j.leaqua.2014.07.005
The Elusive Object and the Fading Craft of Theatre Criticism: A Conversation with Gordon Rogoff,10.1353/dtc.2010.0005,,09/01/2010,Robert James Cardullo,(HUM) Arts -Literature/Poetry; ,Journal of Dramatic Theory and Criticism ---University of Kansas,Review Article,Turkey,No,,"Izmir University of Economics, Izmir,Turkey",euphemisms for plagiarism; plagiarism of article,08/20/2014,Retraction,00000000; 10.1353/dtc.2014.0004
The Man Who Would Be Hated: An Interview with John Simon,10.1353/dtc.2009.0001,,09/01/2009,Robert James Cardullo,(HUM) Arts -Literature/Poetry; ,Journal of Dramatic Theory and Criticism ---University of Kansas,Review Article,Turkey,No,,"Izmir University of Economics, Izmir,Turkey",euphemisms for plagiarism; plagiarism of article,08/20/2014,Retraction,00000000; 10.1353/dtc.2014.0004
Who will carry the word? The threshold between unspeakability and silence in the Holocaust narratives of Charlotte Delbo and Jorge Semprun,10.1080/13825571003588429,,04/07/2010,Esther Sanchez-Pardo,(HUM) History - Europe; (SOC) Communications; (SOC) Sociology; ,European Journal of English Studies ---Taylor and Francis,Research Article,Spain,No,,"Depto F Inglesia II, F Filologia, UCM, Cuidad Universiteria, s/n 24080 Madrid Spain; http://retractionwatch.com/2014/08/08/holocaust-paper-yanked-for-plagiarizing/",plagiarism of article,07/24/2014,Retraction,00000000; 10.1080/13825577.2014.944344
Buddhist Approaches to Managing Stress and Improving Mental Health,,,04/01/2014,Sukhumpong Channuwong,(HUM) Philosophy; (HUM) Religion; ,University of the Thai Chamber of Commerce Journal of Humanities and Social Sciences ---University of the Thai Chamber of Commerce,Research Article,Thailand,No,,"Faculty of Social Sciences and Humanities, Mahidol University",date of retraction/other unknown; notice - lack of,04/01/2014,Retraction,00000000; unavailable
