citing_doi,citing_title,citing_author,citing_publication_year,cited_doi,cited_publication_year,cited_retraction_year
10.1097/md.0000000000019635,Effectiveness Of Music Therapy With Relaxation Technique On Stress Management As Measured By Perceived Stress Scale: Retraction,,2020,10.1097/MD.0000000000015107,04/12/2019,03/01/2020
10.1215/9781478012603-013,Decay,,2020,10.1080/1462740500061160,05/01/2005,02/10/2020
10.1002/9781118970843.ch343,Individual Differences In Creativity,"Runco, Mark A.",2020,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/03004430.2020.1813122,Childrenâ€™S Creative Thinking Abilities And Social Orientations In Finnish Early Childhood Education And Care,"Nikkola, Teemu, 0000-0002-0253-6170; Reunamo, Jyrki, 0000-0002-4605-8000; Ruokonen, Inkeri, 0000-0003-0190-3378",2020,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1017/9781316691649.019,References,,2017,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/pchj.13,"The Impact Of Creative Tendency, Academic Performance, And Self-Concept On Creative Science Problem-Finding","Liu, Mingxin; Hu, Weiping; Adey, Philip; Cheng, Li; Zhang, Xingli",2012,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/01443410.2011.557044,Thinking Styles And Conceptions Of Creativity Among University Students,"Zhu, Chang; Zhang, Liâ€�Fang",2011,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.2752/175693814x13916967094759,A Typology Of Creativity In Fashion Design And Development,"Ruppert-Stroescu, Mary; Hawley, Jana M.",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1145/3286689.3286698,Patterns Of Creative Ux In Immersive Collaborative Design,"Safin, Stéphane; Dorta, Tomás; Kinayoglu, Gôkçe",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/tesj.472,Manifesting Multidimensional Creativity In A Technologyâ€�Mediated Online Tesol Practicum Course,"Song, Kim; Kim, Sujin; Zhao, Yuyang",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-3-642-31991-4_6,“I Use It Every Day”: Pathways To Adaptive Innovation After Graduate Study In Design Thinking,"Royalty, Adam; Oishi, Lindsay; Roth, Bernard",2012,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1017/dsi.2019.12,Cross-Cultural Differences In Creative Ideation: A Comparison Between Singaporean And Portuguese Students,"Koronis, Georgios; Meurzec, Rianne Wally; Silva, Arlindo; Leite, Marco; Henriques, Elsa; Yogiaman, Christine",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/03050068.2018.1541665,Creativity: A Challenge For Contemporary Education,"Grigorenko, Elena L.",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.2304/eerj.2014.13.1.107,A Situated Model Of Creative Learning,"Tanggaard, Lene",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/14616734.2012.661602,Dissociation And The Adult Attachment Interview In Artists And Performing Artists,"Thomson, Paula; Jaque, S. Victoria",2012,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/cad.20147,"Commentary: The Development Of Creativity-Ability, Motivation, And Potential","Silvia, Paul J.; Christensen, Alexander P.; Cotter, Katherine N.",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-94-6209-512-0_10,An Historical Exploration Of Creativity Research,"Mccarthy, Robyn; Pittaway, Sharon",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.4018/978-1-5225-4952-9.ch006,Creative Transformation,,2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1080/10511970.2019.1629515,Promoting Creativity In General Education Mathematics Courses,"Munakata, Mika; Vaidya, Ashwin, 0000-0002-0196-8959; Monahan, Ceire; Krupa, Erin",2019,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/jocb.139,Developing A Model For An Innovative Culinary Competency Curriculum And Examining Its Effects On Students' Performance,"Hu, Meng-Lei I-Chen Monica; Horng, Jeou-Shyan; Teng, Chih-Ching",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/jocb.171,Can Creativity Beat Death? A Review And Evidence On The Existential Anxiety Buffering Functions Of Creative Achievement,"Perach, Rotem, 0000-0002-8647-4367; Wisman, Arnaud",2016,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1007/978-3-662-43454-3_33,The Development Of A Scale To Assess Creative Collaboration Via Online Tools,"Wishart, Jocelyn; Eagle, Sarah",2014,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1145/3159450.3159471,"Creativity, Customization, And Ownership","Schanzer, Emmanuel; Krishnamurthi, Shriram; Fisler, Kathi",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.17679/inuefd.481895,Türkiye’De Özel Yeteneklilerle Yapılan Araştırmalarda Yaratıcılık,"Bıçakcı, Mehmet; Baloğlu, Mustafa",2018,10.1207/s15326934crj1801_10,06/08/2010,12/03/2019
10.1002/9781119119302.ch27,Happiness,"Paul, Gregory S.",2019,10.1016/j.cub.2015.09.056,11/05/2015,08/05/2019
10.1007/978-3-319-16999-6_1702-1,Redistribution Preferences And Low Socioeconomic Status,"Bower-Bir, Jacob S.",2017,10.1016/j.cub.2015.09.056,11/05/2015,08/05/2019
10.18863/pgy.391783,Ruhsal Hastalıktan İyileşmeye Kültürel Etki,"Çam, M. Olcay; Uğuryol, Merve",2019,10.4103/0019-5545.105526,01/07/2013,01/15/2019
10.1111/1556-4029.13941,Authors' Response,"Borrini, Matteo; Garlaschelli, Luigi",2019,10.1371/journal.pone.0180487,06/30/2017,07/19/2018
10.1007/978-3-319-06118-4_1,Historical Notes,"Meraviglia, Leonardo",2014,10.3171/2010.9.FOCUS10200,12/01/2010,07/01/2018
10.1007/978-3-319-62163-0_26,Toward A Discerning Mind And Heart: An Ignatian Approach To Workplace Spirituality And Spiritual Leadership,"Tran, Dung Q.; Carey, Michael R.",2018,10.1016/j.leaqua.2011.02.002,04/01/2011,04/27/2012;; 07/30/2014;; 10/01/2014
