RID,Retraction or Other Notices Title/Subject(s)/Journal --- Publisher/Affiliation(s)/Retraction Watch Post URL(s) 590 Item(s) Found,Reason(s),Author(s),Original Paper Date/PubMedID/DOI,Retraction or Other Notices Date/PubMedID/DOI,Article Type(s) Nature of Notice,Countries Paywalled? Notes
6436,"An Improved Data Mining Technique for Classification and Detection of Breast Cancer from Mammograms (B/T) Computer Science; (B/T) Technology; (BLS) Biology - Cancer; (BLS) Biology - Cellular; (BLS) Neuroscience; (HSC) Medicine - Obstetrics/Gynecology; (HSC) Medicine - Oncology;  Neural Computing and Applications ---Springer SOA University, Bhubaneswar, India Department of Computer Science, Krupajal Engineering College, Bhubaneswar, India Department of Computer Science, Modi University, Lakshmangarh, India http://retractionwatch.com/2015/11/16/plagiarism-detected-in-two-papers-on-improving-detection-of-cancer-by-mammograms/",+Euphemisms for Plagiarism+Investigation by Journal/Publisher+Plagiarism of Text,Aswini Kumar Mohanty Manas Ranjan Senapati Saroj Kumar Lenka,01/19/2012  10.1007/s00521-012-0834-4,10/26/2015  10.1007/s00521-015-2083-9,Research Article Retraction,India No
6437,"Mass Classification Method in Mammograms Using Correlated Association Rule Mining (B/T) Computer Science; (B/T) Technology; (BLS) Neuroscience; (HSC) Medicine - Obstetrics/Gynecology;  Neural Computing and Applications ---Springer SOA University, Bhubaneswar, India Krupajal Engineering College, Bhubaneswar, India BPUT, Rourkela, India Department of Computer Science, Mody University, Lakshmangarh, India http://retractionwatch.com/2015/11/16/plagiarism-detected-in-two-papers-on-improving-detection-of-cancer-by-mammograms/",+Euphemisms for Plagiarism+Investigation by Company/Institution+Plagiarism of Article,Aswini Kumar Mohanty Manas Senapati Swapnasikta Beberta Saroj Kumar Lenka,02/12/2012 00000000 10.1007/s00521-012-0857-x,10/26/2015 00000000 10.1007/s00521-015-2084-8,Research Article Retraction,India No
4678,"Validation of a multiplex genotyping platform using a novel genomic database approach (BLS) Genetics; (HSC) Medicine - Pathology; (PUB) Society/Association Journals;  Genetics in Medicine: Official Journal of the American College of Medical Genetics ---Springer - Nature Publishing Group Recombine, New York, New YorkReprogenetics, Livingston, New Jersey",+Error in Analyses+Error in Data,Charlotte Rivera-Garcia Sara L Bristow Sarah Yarnall Neha Kumar Sally Rodriguez Nicholas De Veaux Alexander Bisignano Bo Chu Renata Prates Santiago Munne,07/30/2015 26226136 10.1038/gim.2015.101,10/22/2015 26492579 10.1038/gim.2015.163,Research Article Retraction,United States No
1544,"Fenofibrate improves the impaired endothelial progenitor cell function through inhibiting eNOS uncoupling in diabetic mice (HSC) Medicine - Endocrinology; (HSC) Medicine - Pharmacology; (PUB) Society/Association Journals;  British Journal of Pharmacology ---Wiley Department  of  Pharmacy,  Shanghai  Tenth  People's  Hospital,  Tongji  University, Shanghai, ChinaDepartment  of  Pharmacology,  School  of  Pharmacy,  Second  Military  Medical University, Shanghai, ChinaDepartment of Pharmacy, Zhejiang Xiaoshan Hospital, Hangzhou, Zhejiang, China",+Duplication of Image,Ting Zhao Ya-Ping Deng Min Ni Ji-Kuai Chen Zhang-Peng Li Dong-Jie Li Fu-Ming Shen,12/24/2014  10.1111/bph.13054,10/21/2015 25537824 10.1111/bph.13054,Research Article Retraction,China No
1909,"Fitz-hugh-curtis syndrome in a male patient: a case report and literature review (HSC) Medicine - Internal; (HSC) Medicine - Pathology;  Case Reports in Surgery ---Hindawi Drexel University College of Medicine, Philadelphia, PA 19102, USA  Hahnemann University Hospital, Philadelphia, PA 19102, USA",+Duplication of Article,Shireesh Saurabh Eric Unger Constantinos Pavlides,03/26/2012 22606602 10.1155/2012/457272,10/21/2015 26576313 10.1155/2015/714196,Case Report Retraction,United States No
4767,"In silico 3D structure analysis accelerates the solution of a real viral structure and antibodies docking mechanism. (HSC) Medicine - Immunology; (HSC) Medicine - Infectious Disease;  Frontiers in Microbiology ---Frontiers Department of Virology II, National Institute of Infectious Diseases Tokyo, Japan Denka-Seiken Co., Ltd Niigata, Japan",+Euphemisms for Plagiarism+Objections by Third Party+Plagiarism of Text,Motohiro Miki Kazuhiko Katayama,11/06/2012 23133439 10.3389/fmicb.2012.00387,10/20/2015 26539171 10.3389/fmicb.2015.01138,Research Article Retraction,Japan Unknown
1830,"The EDA-containing cellular fibronectin induces epithelial-mesenchymal transition in lung cancer cells through integrin alpha9beta1-mediated activation of PI3-K/AKT and Erk1/2 (BLS) Biology - Cellular; (BLS) Genetics; (HSC) Medicine - Oncology; (HSC) Medicine - Pulmonology;  Carcinogenesis ---Oxford University Press Department of Biobank, Shenzhen Tumor Clinical Immune Gene Therapy Engineering Lab, Shenzhen Second People’s Hospital, The First Affiliated Hospital of Shenzhen University, Shenzhen 518035, China  Department of Central Lab, Affiliated Hospital of Guangdong Medical College, Zhanjiang 524023, China  Guangdong and Shenzhen Key Laboratory of Male Reproductive Medicine and Genetics, Institute of Urology, Peking University Shenzhen Hospital, Shenzhen PKU-HKUST Medical Centre, Shenzhen 518036, China  Department of Urology, Peking University Shenzhen Hospital, Shenzhen 518036, China http://retractionwatch.com/2015/10/29/duplicated-data-careless-errors-expire-lung-cancer-paper/",+Duplication of Data+Error in Analyses+Error in Data+Investigation by Journal/Publisher+Objections by Third Party,Xiaojuan Sun Pingping Fa Zhiwen Cui Ye Xia Liang Sun Zesong Li Aifa Tang Yaoting Gui Zhiming Cai,08/08/2013 23929437 10.1093/carcin/bgt276,10/17/2015 26476439 10.1093/carcin/bgv131,Research Article Retraction,China No
2130,"Clonal Analysis of Meningococci during a 26 Year Period Prior to the Introduction of Meningococcal Serogroup C Vaccines (BLS) Microbiology; (HSC) Medicine - Pathology;  PLoS One ---PLoS Scottish Haemophilus, Legionella, Meningococcus and Pneumococcus Reference and Laboratory, Glasgow, United Kingdom East Midlands Pathology, Clinical Microbiology Department, Queens Medical Centre, Nottingham University Hospitals NHS Trust, Nottingham, United Kingdom Institute of Infection, Immunity and Inflammation, College of Medical, Veterinary and Life Sciences, University of Glasgow, Glasgow, United Kingdom Facility of Medicine and Institute of Life Sciences, University of Southampton, Southampton, United Kingdom http://retractionwatch.com/2015/12/22/authors-retract-meningitis-paper-over-permission-but-data-are-in-a-public-database/",+Lack of Approval from Company/Institution+Withdrawal,Christopher B Sullivan Mathew A Diggle Robert L Davies Stuart C Clarke,01/23/2015 25615448 10.1371/journal.pone.0115741,10/16/2015 26473726 10.1371/journal.pone.0141008,Research Article Retraction,United Kingdom No
8934,"Bidirectional regulation between TMEFF2 and STAT3 may contribute to Helicobacter pylori-associated gastric carcinogenesis (BLS) Biology - Cancer; (BLS) Biology - Cellular; (BLS) Genetics; (HSC) Medicine - Gastroenterology; (HSC) Medicine - Infectious Disease; (HSC) Medicine - Oncology;  International Journal of Cancer ---Wiley State Key Laboratory for Oncogenes and Related Genes, Key Laboratory of Gastroenterology & Hepatology, Ministry of Health, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai Cancer Institute, Shanghai Institute of Digestive Disease, Shanghai, China State Key Laboratory for Oncogenes and Related Genes, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai Cancer Institute, Shanghai, China Division of Gastroenterology and Hepatology, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai Cancer Institute, Shanghai Institute of Digestive Disease, Shanghai, China Department of General Surgery, Renji Hospital, School of Medicine, Shanghai Jiao Tong University, Shanghai, China http://retractionwatch.com/2016/04/18/mistakes-lead-to-retraction-correction-of-cancer-papers-by-pair/",+Error in Image,Tian-Tian Sun Jia-Yin Tang Wan Du Hui-Jun Zhao Gang Zhao Sheng-Li Yang Hao-Yan Chen Jie Hong Jing-Yuan Fang,07/07/2014 24996057 10.1002/ijc.29061,10/15/2015 26467163 10.1002/ijc.29830,Research Article Correction,China No
718,"COX-2 Inhibitors Suppress Integrin Alpha5 Expression in Human Lung Carcinoma Cells Through Activation of Erk: Involvement of Sp1 and AP-1 Sites (BLS) Anatomy/Physiology; (BLS) Biology - Cancer; (BLS) Biology - Cellular; (BLS) Biology - General; (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Pharmacology;  International Journal of Cancer ---Wiley Division of Pulmonary, Allergy and Critical Care Medicine, Department of Medicine,Emory University School of Medicine, Atlanta, GA, USA Atlanta Veterans Affairs Medical Center, Emory University School of Medicine, Atlanta, GA, USA http://retractionwatch.com/category/by-author/shou-wei-han-retractions/ http://retractionwatch.com/2011/07/14/university-of-louisville-investigating-work-by-team-under-review-at-emory/",+Duplication of Image+Investigation by Company/Institution,ShouWei Han Jesse Roman,09/10/2005 15825163 10.1002/ijc.21125,10/15/2015 26252813 10.1002/ijc.29584,Research Article Retraction,United States No
2053,"Reduced beta 2 glycoprotein I improve diabetic nephropathy via inhibiting TGF-beta1-p38 MAPK pathway (BLS) Biology - Cellular; (BLS) Genetics; (HSC) Medicine - Diabetes; (HSC) Medicine - Drug Design; (HSC) Medicine - Endocrinology;  International Journal of Clinical and Experimental Medicine ---e-Century Publishing Corporation 2011 Collaborative Innovation Center of Tianjin for Medical Epigenetics, The Key Laboratory of Hormones and Development (Ministry of Health), Metabolic Diseases Hospital & Tianjin Institute of Endocrinology, Tianjin Medical University, Tianjin 300070, China",+Duplication of Article+Error by Journal/Publisher,Tong Wang Si Si Chen Rui Chen De Min Yu Pei Yu,03/01/2015 26221223,10/15/2015 26770646,Research Article Retraction,China No
2022,"Relationship Between Bone Density and Bone Metabolism in Adolescent Idiopathic Scoliosis (BLS) Anatomy/Physiology; (BLS) Biology - Cellular; (HSC) Medicine - Orthopedics;  Scoliosis ---BioMed Central (BMC) Department of Orthopaedic Surgery, Yokohama City University Medical Center, Yokohama, Japan Department of Orthopaedic Surgery, Yokohama City Brain and Stroke Center, Yokohama, Japan Department of Orthopaedic Surgery, Yokohama City University, Yokohama, Japan",+Duplication of Article+Error by Journal/Publisher,Ko Ishida Yoichi Aota Naoto Mitsugi Motonori Kono Takayuki Higashi Takuya Kawai Katsutaka Yamada Takanori Niimura Kanichiro Kaneko Hironori Tanabe Yohei Ito Tomoyuki Katsuhata Tomoyuki Saito,02/12/2015 26075016 10.1186/s13013-015-0043-x,10/15/2015 26635890 10.1186/s13013-015-0057-4,Research Article Retraction,Japan No
2788,"A Biphasic Sessile Mass of the Buccal Mucosa (BLS) Anatomy/Physiology; (BLS) Biology - General; (HSC) Medicine - Dentistry; (HSC) Medicine - Pathology; (HSC) Medicine - Sports;  Oral Surgery, Oral Medicine, Oral Pathology and Oral Radiology ---Elsevier Clinical Assistant Professor, Department of Otolaryngology/Head and Neck Surgery, University of North Carolina at Chapel Hill, Neurosciences Hospital Clinic, Chapel Hill, NC, USA Department of Children's Surgery, Arnold Palmer Hospital for Children, Orlando, FL, USA Department of Oral and Maxillofacial Surgery, University of North Carolina at Chapel Hill, School of Dentistry, Oral and Maxillofacial Surgery, Chapel Hill, NC, USA",+Notice - Limited or No Information+Withdrawal,Tiffany M Peters Jose P Zevallos Brent A Golden Alice E Curran,10/13/2015 27052446 10.1016/j.oooo.2015.09.023,10/13/2015 27052446 10.1016/j.oooo.2015.09.023,Article in Press Research Article Retraction,United States No
4477,"Effect of ramipril on walking times and quality of life among patients with peripheral artery disease and intermittent claudication: a randomized controlled trial. (HSC) Medicine - Cardiovascular;  JAMA: Journal of the American Medical Association ---American Medical Association Baker IDI Heart and Diabetes Institute, PO Box 6492, St Kilda Rd Central, Melbourne, Victoria, 8008 Australia. http://retractionwatch.com/2015/09/14/fabricated-results-retract-jama-clinical-trial-plus-a-sub-analysis-of-the-data/",+Falsification/Fabrication of Data+Investigation by Company/Institution+Objections by Author(s),Anna A Ahimastos Christopher Askew Anthony Leicht Elise Pappas Peter A Blombery Christopher M Reid Jonathan Golledge Bronwyn A Kingwell,02/06/2013 23385271 10.1001/jama.2012.216237,10/13/2015 26367349 10.1001/jama.2015.10811,Clinical Study Retraction,Australia No
9097,"Chronic Morphine Treatment Attenuates Cell Growth of Human BT474 Breast Cancer Cells by Rearrangement of the ErbB Signalling Network (BLS) Biology - Cancer; (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Oncology; (HSC) Medicine - Pharmacology;  PLoS One ---PLoS Institute of Pharmacology, Toxicology and Pharmacy, Ludwig-Maximilians-University, Munich, Germany http://retractionwatch.com/2015/11/27/cropped-spliced-image-leads-to-a-plos-one-correction/",+Error in Image,Inka Regine Weingaertner Sarah Koutnik Hermann Ammer,01/07/2013 23308242 10.1371/journal.pone.0053510,10/09/2015 26451599 10.1371/journal.pone.0140727,Research Article Correction,Germany No
11735,"Resveratrol, a multitargeted agent, can enhance antitumor activity of gemcitabine in vitro and in orthotopic mouse model of human pancreatic cancer (BLS) Biology - Cancer; (BLS) Biology - Cellular; (HSC) Medicine - Endocrinology; (HSC) Medicine - Oncology; (HSC) Medicine - Pharmacology;  International Journal of Cancer ---Wiley Department of Experimental Therapeutics, The University of Texas M. D. Anderson Cancer Center, Houston, TX Department of Radiation Oncology, The University of Texas M. D. Anderson Cancer Center, Houston, TX Department of Experimental Diagnostic Imaging, The University of Texas M. D. Anderson Cancer Center, Houston, TX Department of Gastroenterology, Hepatology and Nutrition, The University of Texas M. D. Anderson Cancer Center, Houston, TX http://retractionwatch.com/2015/11/18/md-anderson-researcher-aggarwal-up-to-six-corrections/",+Error in Image,Kuzhuvelil B Harikumar Ajaikumar B Kunnumakkara Gautam Sethi Parmeswaran Diagaradjane Preetha Anand Manoj K Pandey Juri Gelovani Sunil Krishnan Sushovan Guha Bharat B Aggarwal,11/11/2009 19908231 10.1002/ijc.25041,10/09/2015 26453351 10.1002/ijc.29662,Research Article Correction,United States No
14393,"Steatohepatitis as impaired immune metabolism induced by liver-resident regulatory T-cell depletion (BLS) Biology - Cellular; (HSC) Medicine - Immunology; (HSC) Medicine - Internal; (PUB) Society/Association Journals;  Hepatology: Official Journal of the American Association for the Study of Liver Diseases ---Wiley Kyoto University Kyoto Prefectural University of Medicine Twincore Centre for Experimental and Clinical Infection Research GmbH, Germany http://retractionwatch.com/2015/10/16/insufficient-permission-from-funder-resects-liver-disease-paper/",+Lack of Approval from Company/Institution+Notice - Limited or No Information+Withdrawal,Yutaka Shimazu Masahide Hamaguchi Takuya Fukuda Kanji Yamaguchi Yoshio Sumida Tatsuaki Tsuruyama Tim Sparwasser Akifumi Takaori-Kondo Michiaki Fukui Yoshito Itoh Naoto Nakamura,07/14/2015 00000000,10/09/2015 00000000 10.1002/hep.27986,Research Article Retraction,Germany Japan No
3543,"Successful Management of Massive Intraoperative Pulmonary Fat Embolism with Percutaneous Cardiopulmonary Support (BLS) Anatomy/Physiology; (BLS) Biology - General; (HSC) Medicine - Cardiovascular; (PUB) Society/Association Journals;  Indian Journal of Critical Care Medicine: Peer-Reviewed, Official Publication of Indian Society of Critical Care Medicine ---Wolters Kluwer Department of Anesthesiology, IMS Banaras Hindu University, Varanasi-221 105, Uttar Pradesh, India",+Duplication of Text,Suman Sarkar Krutisundar Mandal Prithwis Bhattacharya,10/29/2008 19742250 10.4103/0972-5229.43684,10/09/2015 26628834 10.4103/0972-5229.167059,Clinical Study Retraction,India No
2770,"Guggulsterone Inhibits Prostate Cancer Growth Via Inactivation of Akt Regulated by ATP Citrate lLyase Signaling (BLS) Biology - Cancer; (BLS) Biology - Cellular; (BLS) Biology - Molecular; (HSC) Medicine - Oncology; (HSC) Medicine - Pharmacology; (HSC) Medicine - Urology/Nephrology;  Oncotarget ---Impact Journals Department of Urology, University of Pittsburgh Medical College, University of Pittsburgh, Shadyside Medical Center, Pittsburgh, PA, USA University of Pittsburgh Cancer Institute, University of Pittsburgh Medical College, University of Pittsburgh, Shadyside Medical Center, Pittsburgh, PA, USA Department of General Surgery, the 2nd Affiliated Hospital of Soochow University, Suzhou, Jiangsu, China Department of Urology, University of Pittsburgh Medical College, University of Pittsburgh, Shadyside Medical Center, Pittsburgh, PA, USA. University of Pittsburgh Cancer Institute, University of Pittsburgh Medical College, University of Pittsburgh, Shadyside Medical Center, Pittsburgh, PA, USA http://retractionwatch.com/2015/01/23/former-pitt-cancer-researcher-admits-faking-findings/ http://retractionwatch.com/2015/10/19/prostate-cancer-paper-flagged-by-ori-is-retracted-following-peta-prompt/",+Falsification/Fabrication of Data+Investigation by ORI+Misconduct by Author,Yajuan Gao Yan Zeng Jian Tian Mohammad Shyful Islam Guoqin Jiang Dong Xiao,06/26/2014 24980815 10.18632/oncotarget.2138,10/06/2015 26471196 10.18632/oncotarget.6005,Research Article Retraction,China United States No
3621,"Hypersexuality Addiction and Withdrawal: Phenomenology, Neurogenetics and Epigenetics (BLS) Genetics; (HSC) Medicine - Neurology; (HSC) Medicine - Psychiatry;  Cureus ---Cureus Department of Psychiatry, McKnight Brain Institute, University of FloridaDepartment of Psychiatry, and Laboratory of Advanced Radiochemistry, University of Minnesota School of MedicineDepartments of Psychiatry & Behavioral Sciences, Keck School of Medicine of USC, Los Angeles, CA, USA http://retractionwatch.com/2015/11/02/sex-addiction-article-retracted-republished/",+Concerns/Issues about Referencing/Attributions+Error in Text+Retract and Replace,Kenneth Blum Rajendra D Badgaiyan Mark S Gold,07/27/2015 26251766 10.7759/cureus.290,10/06/2015 26451336 10.7759/cureus.r1,Review Article Retraction,United States No
3620,"Hypersexuality Addiction and Withdrawal: Phenomenology, Neurogenetics and Epigenetics (BLS) Genetics; (HSC) Medicine - Neurology; (HSC) Medicine - Psychiatry;  Cureus ---Cureus Department of Psychiatry, McKnight Brain Institute, University of FloridaDepartment of Psychiatry, and Laboratory of Advanced Radiochemistry, University of Minnesota School of MedicineDepartments of Psychiatry & Behavioral Sciences, Keck School of Medicine of USC, Los Angeles, CA, USA http://retractionwatch.com/2015/11/02/sex-addiction-article-retracted-republished/",+Concerns/Issues about Referencing/Attributions+Error in Text,Kenneth Blum Rajendra D Badgaiyan Mark S Gold,07/27/2015 26251766 10.7759/cureus.290,09/11/2015 26421257 10.7759/cureus.c1,Review Article Correction,United States No
19696,"Hepatitis C virus infection in a Japanese leprosy sanatorium for the past 67 years (HSC) Biostatistics/Epidemiology; (HSC) Medicine - Gastroenterology; (HSC) Medicine - Infectious Disease; (HSC) Public Health and Safety;  Journal of Medical Virology ---Wiley Department of Pathology, Fujita Health University School of Medicine, Toyoake, Japan Department of Internal Medicine, Kojin Hospital, 1-710 Shikenya, Moriyama, Nagoya 463-8530, Japan Department of Dermatology, Kojin Hospital, , Nagoya, Japan Faculty of Medicine, Division of Virology, Microbiology and Pathology, Tottori University, , Yonago, Japan The National Sanatorium Oku-Komyo-En, , Setouchi, Japan",+Lack of Approval from Company/Institution+Lack of IRB/IACUC Approval,Kazuya Shiogama Hidemi Teramoto Yukiko Morita Yasuyoshi Mizutani Ryoichi Shimomura Ken Ichi Inada Toshio Kamahora Masano Makino Yutaka Tsutsumi,04/01/2010 20166169 10.1002/jmv.21612,10/05/2015 30548642 10.1002/jmv.24388,Research Article Retraction,Japan Yes
4018,"Enhancement of Regeneration with Glia Cell Line-derived Neurotrophic Factor-transduced Human Amniotic Fluid Mesenchymal Stem Cells After Sciatic Nerve Crush Injury (BLS) Biology - Cellular; (BLS) Neuroscience; (HSC) Medicine - Neurology; (HSC) Medicine - Surgery; (PUB) Society/Association Journals;  Journal of Neurosurgery ---American Association of Neurological Surgeons Stem Cell Center, Department of Medical Research, National Sun Yat-Sen University, Kaohsiung, Taiwan Institute of Biomedical Sciences, National Sun Yat-Sen University, Kaohsiung, Taiwan Institute of Biomedical Sciences, Institute of Life Sciences, and 6Department of Veterinary Medicine, National Chung-Hsing University, Taichung, Taiwan Department of Neurosurgery, Chang Bing Show Chwan Memorial Hospital, Changhua, Taiwan Institute of Life Sciences, and Department of Veterinary Medicine, National Chung-Hsing University, Taichung, Taiwan Department of Veterinary Medicine, National Chung-Hsing University, Taichung, Taiwan Department of Neurosurgery, Taichung Veterans General Hospital, Taiwan http://retractionwatch.com/2015/10/30/authors-retract-two-neuroscience-papers-for-duplication-and-plagiarism/",+Duplication of Image+Euphemisms for Plagiarism+Plagiarism of Image+Plagiarism of Text,Fu-Chou Cheng Ming-Hong Tai Meei-Ling Sheu Chun-Jung Chen Dar-Yu Yang Hong-Lin Su Shu-Peng Ho Shu-Zhen Lai Hung-Chuan Pan,04/01/2010 19817545 10.3171/2009.8.JNS09850,10/02/2015 26430839 10.3171/2015.7.JNS09850r,Research Article Retraction,Taiwan No
4019,"The Effect of Exercise on Mobilization of Hematopoietic Progenitor Cells Involved in the Repair of Sciatic Nerve Crush Injury (BLS) Biology - Cellular; (BLS) Neuroscience; (HSC) Medicine - Neurology; (HSC) Medicine - Surgery; (PUB) Society/Association Journals;  Journal of Neurosurgery ---American Association of Neurological Surgeons Stem Cell Center, Taichung Veterans General Hospital, Taichung, Taiwan Department of Education and Medical Research, Taichung Veterans General Hospital, Taichung, Taiwan Department of Neurosurgery, Taichung Veterans General Hospital, Taichung, Taiwan Institutes of Biomedical Sciences and 5Life Sciences, National Chung-Hsing University, Taichung, TaiwanDepartment of Neurosurgery, Taipei Medical University-Shuang Ho Hospital, Taipei, Taiwan Faculty of Medicine, School of Medicine, National Yang Ming University, Taipei, Taiwan Department of Neurosurgery, University of Virginia, Charlottesville, Virginia, USA http://retractionwatch.com/2015/10/30/authors-retract-two-neuroscience-papers-for-duplication-and-plagiarism/",+Duplication of Image+Duplication of Text+Euphemisms for Duplication,Fu-Chou Cheng Meei-Ling Sheu Hong-Lin Su Ying-Ju Chen Chun-Jung Chen Wen-Ta Chiu Jason Sheehan Hung-Chuan Pan,03/01/2013 23176341 10.3171/2012.8.JNS111580,10/02/2015 26430840 10.3171/2015.7.JNS111580r,Research Article Retraction,Taiwan United States No
17300,"The onset of thalamic hemorrhage in Rivaroxaban in oral IX factor complex formulation administration, but showed a hematoma expansion case (HSC) Medicine - Neurology; (HSC) Medicine - Pathology; (HSC) Medicine - Pharmacology;  Rinsho Shinkeigaku ---Societas Neurologica Japonica Department of Cerebrovascular Medicine and Neurology, National Hospital Organization Kyushu Medical Center",+Notice - Limited or No Information+Withdrawal,Hiroyuki Hamada Shinichi Wada Yohei Mima Masahiro Yasaka Takahiro Kuwashiro Yasushi Okada,07/11/2015 26165812 10.5692/clinicalneurol.cn-000732,10/02/2015 26437778 10.5692/clinicalneurol.cn-000732e,Case Report Retraction,Japan No
2190,"Antitumor effects of combining tumor radiation with the antivascular action of ultrasound stimulated microbubbles (BLS) Biology - Cancer; (HSC) Medicine - Pathology; (HSC) Radiology/Imaging;  International Journal of Clinical and Experimental Pathology ---e-Century Publishing Corporation Department of Special Diagnosis, Shandong Cancer Hospital and Institute, China Department of Internal Medicine, Jinan Second People’s Hospital, China",+Euphemisms for Plagiarism,Yanlei Ji Zhen Han Limei Shao Yuehuan Zhao,09/01/2015 26617705,10/01/2015 26722610,Research Article Retraction,China No
4395,"ATF3 and Extracellular Matrix-Related Genes Associated with the Process of Chronic Obstructive Pulmonary (BLS) Biology - Cellular; (BLS) Biology - Molecular; (BLS) Genetics; (HSC) Medicine - Pulmonology;  Lung ---Springer Department of Respiratory and Critical Care Medicine, Fuzhou General Hospital of Nanjing Command, PLA, Fuzhou, China Department of Anesthesiology, The People’s Hospital of Fujian Province, Fujian University of Traditional Chinese Medicine, Fuzhou, China",+Fake Peer Review+Investigation by Journal/Publisher,Jia Ye Li Wen De-Ling Liu Guo-xiang Lai,12/01/2014 25119290 10.1007/s00408-014-9631-4,10/01/2015 26283030 10.1007/s00408-015-9787-6,Research Article Retraction,China No
8939,"Cancer Drugs in the United States: Justum Pretium—The Just Price (B/T) Business - Economics; (HSC) Medicine - General; (HUM) Philosophy; (PUB) Society/Association Journals;  Journal of Clinical Oncology : Official Journal of the American Society of Clinical Oncology ---American Society of Clinical Oncology Anderson Cancer Center, Houston, TX National Cancer Institute, National Institutes of Health, Bethesda, MD http://retractionwatch.com/2015/12/24/oh-no-he-didnt-misattributed-aristotle-work-leads-to-correction-in-highly-cited-cancer-paper/",+Concerns/Issues About Data+Concerns/Issues about Referencing/Attributions+Error in Text,Hagop M Kantarjian Tito Fojo Michael Mathisen Leonard A Zwelling,10/01/2013 23650428 10.1200/JCO.2013.49.1845,10/01/2015 26477052 10.1200/JCO.2015.64.8527,Research Article Correction,United States No
10938,"Dexmedetomidine and Postoperative Shivering: A Randomized Placebo Control Study (HSC) Medicine - Pharmacology; (HSC) Medicine - Surgery;  Journal of Medical Science and Clinical Research ---IGM Publication Department of Anesthesiology, Rural Institute of Medical Science and Research, Saifai, Etawah, Uttar Pradesh, India http://retractionwatch.com/2015/10/02/publisher-bans-authors-for-apparent-plagiarism/",+Euphemisms for Plagiarism+Notice - Lack of+Plagiarism of Article+Publishing Ban,Manoj Kumar Rakesh Bahadur Singh Shilpi Agrawal,11/01/2014,10/01/2015,Clinical Study Research Article Retraction,India Unknown
19732,"Diagnostic efficacy of adenosine deaminase levels in cerebrospinal fluid in patients of tubercular meningitis: A comparison with polymerase chain reaction for Mycobacterium tuberculosis (BLS) Biochemistry; (BLS) Biology - Cellular; (HSC) Medicine - Infectious Disease; (HSC) Medicine - Neurology;  Annals of Neurosciences ---Karger Department of Neurology, Post Graduate Institute of Medical Education and Research, Chandigarh, India Department of Gastroenterology, Post Graduate Institute of Medical Education and Research, Chandigarh, India Department of lmmunopathology Post Graduate Institute of Medical Education and Research, Chandigarh, India",+Concerns/Issues About Authorship+Concerns/Issues About Data+Investigation by Journal/Publisher,Fiju Chacko Manish Modi Vivek Lal S Prabhakar S V Rana S K Arora,07/01/2010 25205888 10.5214/ans.0972-7531.1017306,10/01/2015 26527849 10.5214/ans.0972.7531.220415,Research Article Expression of concern,India No
3511,"Effect of metformin pretreatment on pregnancy outcome of in vitro matured oocytes retrieved from women with polycystic ovary syndrome (HSC) Medicine - Drug Design; (HSC) Medicine - Obstetrics/Gynecology; (HSC) Medicine - Rehabilitation/Therapy; (PUB) Society/Association Journals;  Fertility and Sterility ---Elsevier Reproductive Medicine Center, The First Affiliated Hospital, Anhui Medical University, Hefei, People’s Republic of China  Pharmacological College, Anhui Medical University, Hefei, People’s Republic of China http://retractionwatch.com/2016/01/22/youve-been-duped-again/",+Duplication of Article,Zhaolian Wei Yunxia Cao Lin Cong Ping Zhou Zhiguo Zhang Jun Li,10/01/2008 18022165 10.1016/j.fertnstert.2007.07.1385,10/01/2015 26709408 10.1016/j.fertnstert.2015.08.015,Clinical Study Retraction,China No
6164,"Enalapril/lercanidipine Combination on Markers of Cardiovascular Risk: A Randomized Study (BLS) Biochemistry; (HSC) Medicine - Cardiovascular; (PUB) Society/Association Journals;  Journal of the American Society of Hypertension (JASH) ---Elsevier Department of Internal Medicine and Therapeutics, University of Pavia and Fondazione IRCCS Policlinico S. Matteo, Pavia, Italy Center for the Study of Endocrine-Metabolic Pathophysiology and Clinical Research, University of Pavia, Pavia, Italy http://retractionwatch.com/2015/10/14/authors-defend-publishing-clinical-trial-six-times-even-as-they-earn-two-more-retractions/",+Duplication of Text,Giuseppe Derosa Aldo Bonaventura Davide Romano Lucio Bianchi Elena Fogari Angela D'Angelo Pamela Maffioli,06/01/2014 24836352 10.1016/j.jash.2014.03.329,10/01/2015 30153106 10.1016/j.jash.2015.08.013,Clinical Study Retraction,Italy No
