cited_magid,cited_doi,cited_ref_hints(author),cited_retraction_year,cited_publication_year,citing_doi,citing_title,citing_author,citing_venue,venue_id,venue_type,venue_area,venue_category,citing_publisher,citing_publication_year,source,period,fulltext,retracted,notes
2139588191;;193261174;;2326968768,10.1111/j.1466-8238.2009.00501.x,Ulrike Herzschuh;;H John B Birks;;Xingqi Liu;;Claudia Kubatzki;;Gerrit Lohmann,2010,2009,10.1016/J.YQRES.2013.05.001,Holocene temperature fluctuations in the northern Tibetan Plateau.,Cheng Zhao ;; Cheng Zhao ;; Cheng Zhao ;; Zhonghui Liu ;; Eelco J. Rohling ;; Eelco J. Rohling ;; Zicheng Yu ;; Weiguo Liu ;; Yuxin He ;; Yan Zhao ;; Fahu Chen,Quaternary Research,issn: 00335894,Journal article,"Arts and Humanities;;
Earth and Planetary Sciences",Arts and Humanities (miscellaneous);; Earth and Planetary Sciences (miscellaneous); Earth-Surface Processes,University of Washington,2013,mag,1,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1159/000286961,Hostility may explain the association between depressive mood and mortality: evidence from the French GAZEL cohort study.,Cédric Lemogne ;; Hermann Nabi ;; Marie Zins ;; Sylvaine Cordier ;; Pierre Ducimetière ;; Marcel Goldberg ;; Silla M. Consoli,Psychotherapy and Psychosomatics,"issn: 00333190; issn:  14230348
",Journal article,"Medicine;; Psychology

","Medicine (miscellaneous); Psychiatry and Mental Health;; Applied Psychology; Clinical Psychology
",Inserm,2010,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1159/000286961,"Running title: Hostility, depression and mortality.",Cédric Lemogne ;; Hermann Nabi ;; Marie Zins ;; Sylvaine Cordier ;; Marcel Goldberg ;; Silla M. Consoli,"Psychotherapy and Psychosomatics

",issn: 00333190; issn:  14230348,Journal article,"Medicine;; Psychology

","Medicine (miscellaneous); Psychiatry and Mental Health;; Applied Psychology; Clinical Psychology
",,2010,mag,0,DOI,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1097/00006842-199505000-00007,Person variables and health: personality predispositions and acute psychological states as shared determinants for disease.,Michael F. Scheier ;; Michael W. Bridges,Psychosomatic Medicine,issn: 00333174; issn:  15347796,Journal article,Medicine;; Psychology,"Psychosomatic Medicine;; 	Applied Psychology; Developmental and Educational Psychology
",Lippincott Williams & Wilkins,1995,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1097/00006842-199805000-00027,Relation between the longitudinal development of personality characteristics and biological and lifestyle risk factors for coronary heart disease.,J.W.R. Twisk ;; J. Snel ;; H.C.G. Kemper ;; W. van Mechelen,Psychosomatic Medicine,issn: 00333174; issn:  15347796,Journal article,Medicine;; Psychology,"Psychosomatic Medicine;; 	Applied Psychology; Developmental and Educational Psychology
",Lippincott Williams and Wilkins,1998,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1097/PSY.0B013E31828B5366,Personality and the risk of cancer: a 16-year follow-up study of the GAZEL cohort.,Cédric Lemogne ;; Silla M. Consoli ;; Béatrice Geoffroy-Perez ;; Mireille Coeuret-Pellicer ;; Hermann Nabi ;; Maria Melchior ;; Frédéric Limosin ;; Marie Zins ;; Pierre Ducimetière ;; Marcel Goldberg ;; Sylvaine Cordier,Psychosomatic Medicine,issn: 00333174; issn:  15347796,Journal article,Medicine;; Psychology,"Psychosomatic Medicine;; 	Applied Psychology; Developmental and Educational Psychology
",Inserm,2013,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1026//0033-3042.54.1.12,"Persönlichkeit, Krebs und koronare Herzerkrankungen:",Manfred Amelang ;; Claudia Schmidt-Rathjens,Psychologische Rundschau,issn: 00333042,Journal article,Psychology,Psychology (miscellaneous),Hogrefe-Verlag Göttingen,2003,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.2466/pr0.85.6.505-517,"Associations Among Behavior, Personality, And Traditional Risk Factors For Coronary Heart Disease: A Study At A Primary Health Care Center In Mid-Norway","Espnes, Geir Arild",Psychological Reports,issn: 00332941; issn:  1558691X,Journal article,Psychology,Psychology (miscellaneous),,1999,coci,0,DOI,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1177/00332941930733pt101,Prediction Of Cancer And Coronary Heart Disease As A Function Of Method Of Questionnaire Administration,"Grossarth-Maticek, R.; Eysenck, H. J.; Barrett, P.",Psychological Reports,issn: 00332941; issn:  1558691X,Journal article,Psychology,Psychology (miscellaneous),,1993,coci,0,DOI,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1177/00332941930733pt134,Prediction Of Cancer And Coronary Heart Disease As A Function Of Method Of Questionnaire Administration1,"Grossarth-Maticek, R.; Eysenck, H. J.; Barrett, P.",Psychological Reports,issn: 00332941; issn:  1558691X,Journal article,Psychology,Psychology (miscellaneous),,1993,coci,0,DOI,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.2466/pr0.1990.67.3.1024,"Personality, Smoking, And Alcohol As Synergistic Risk Factors For Cancer Of The Mouth And Pharynx","Grossarth-Maticek, R.; Eysenck, H. J.",Psychological Reports,issn: 00332941; issn:  1558691X,Journal article,Psychology,Psychology (miscellaneous),,1990,coci,0,DOI,yes,
2097384229,10.1080/014198700329114,Mart Bax,2014,2010,,The Hegemony of Multiculturalism. A Comment on Will Kymlicka’s Theory of Nationalism,Thomas König,Politička misao : časopis za politologiju,"issn: 00323241; issn:  18468721
",Journal article,"Arts and Humanities;;
Social Sciences","History;; Political Science and International Relations; Sociology and Political Science

",Fakultet političkih znanosti,2001,mag,0,,,
2050036847,10.4113/jom.2010.1074,John Carty;;Aoife Ahern,2012,2010,10.1088/0031-8949/84/02/025801,A new kind of node centrality in directed weighted networks based on the demands of network clients,Lili Ma ;; Xin Jiang ;; Zhanli Zhang ;; Shaoting Tang ;; Zhiming Zheng,Physica Scripta,issn: 00318949,Journal article,Mathematics;; Physics and Astronomy,"Mathematical Physics;; 	Atomic and Molecular Physics, and Optics; Condensed Matter Physics; Physics and Astronomy (miscellaneous)
",IOP Publishing,2011,mag,0,,,
2121461932,10.3171/2010.9.FOCUS10200,Samuel Romero-Vargas;;Jose Luis Ruiz-Sandoval;;Arturo Sotomayor-Gonzalez;;Rogelio Revuelta-Gutierrez;;Miguel Angel Celis-Lopez;;Juan Luis Gomez-Amador;;Ulises Garcia-Gonzalez;;Raul Lopez-Serna;;Victor Garcia-Navarro;;Diego Mendez-Rosito;;Victor Correa-Correa;;Sergio Gomez-Llata,2018,2010,10.1542/PEDS.2018-0037,The Biomarker S100B and Mild Traumatic Brain Injury: A Meta-analysis.,Charlotte Oris ;; Bruno Pereira ;; Julie Durif ;; Jeanne Simon-Pimmel ;; Christoph Castellani ;; Sergio Manzano ;; Vincent Sapin ;; Damien Bouvier,Pediatrics,issn: 00314005; issn:  10984275,Journal article,Medicine,"Pediatrics, Perinatology and Child Health",Pediatrics,2018,mag,1,,,
2139588191;;193261174;;2326968768,10.1111/j.1466-8238.2009.00501.x,Ulrike Herzschuh;;H John B Birks;;Xingqi Liu;;Claudia Kubatzki;;Gerrit Lohmann,2010,2009,10.1016/J.QUAINT.2012.08.2079,"Vegetation history, climate change and human activities over the last 6200 years on the Liupan Mountains in the southwestern Loess Plateau in central China",Yan Zhao ;; Fahu Chen ;; Aifeng Zhou ;; Zicheng Yu ;; Ke Zhang,"Palaeogeography, Palaeoclimatology, Palaeoecology",issn: 00310182,Journal article,Agricultural and Biological Sciences;; Earth and Planetary Sciences;;,"Ecology, Evolution, Behavior and Systematics;;
Earth-Surface Processes; Oceanography; 	Paleontology",Elsevier,2010,mag,1,,,
2139588191;;193261174;;2326968768,10.1111/j.1466-8238.2009.00501.x,Ulrike Herzschuh;;H John B Birks;;Xingqi Liu;;Claudia Kubatzki;;Gerrit Lohmann,2010,2009,10.1016/J.PALAEO.2019.109274,Evaluation of lacustrine organic δ13C as a lake-level indicator: A case study of Lake Qinghai and the satellite lakes on the Tibetan Plateau,Xiangzhong Li ;; Xiangzhong Li ;; Weiguo Liu ;; Liming Xu,"Palaeogeography, Palaeoclimatology, Palaeoecology",issn: 00310182,Journal article,Agricultural and Biological Sciences;; Earth and Planetary Sciences;;,"Ecology, Evolution, Behavior and Systematics;;
Earth-Surface Processes; Oceanography; 	Paleontology",Elsevier,2019,mag,1,,,
2939204210,10.1097/MD.0000000000015107,Francisca N Ogba;;Moses O Ede;;Charity N Onyishi;;Patricia U Agu;;Amaka B Ikechukwu-Ilomuanya;;Janet N Igbo;;Nkechi Egenti;;Ifeyinwa Manafa;;Chijioke Amoke;;Nneka C Nwosu;;Faith C Omeke;;Bernedeth N Nwafor;;Kingsley C Amadi;;Edith N Nwokenna;;Samuel C Ugwoke,2020,2019,10.1097/md.0000000000019635,Effectiveness Of Music Therapy With Relaxation Technique On Stress Management As Measured By Perceived Stress Scale: Retraction,,Medicine,issn: 00257974; issn:  15365964,Journal article,Medicine,Medicine (miscellaneous),,2020,coci,1,DOI,,
2966994271,10.1097/MD.0000000000016495,Nkechi T Egenti;;Moses O Ede;;Edith N Nwokenna;;Theresa Oforka;;Bonaventure N Nwokeoma;;Daniel I Mezieobi;;Sabastian O Onah;;Kelechi R Ede;;Chijioke Amoke;;Edmund E Offordile;;Ngozi E Ezeh;;Celestine O Eze;;Patrick E Eluu;;Kingley C Amadi;;Benedict E Ugwuanyi;;Ngozi C Uzoagba;;Grace O Ugwonna;;Maduka L Nweke;;Vera Victor-Aigbodion,2020,2019,10.1097/md.0000000000021535,Efficacy Of Music-Based Cognitive Behavior Therapy On The Management Of Test-Taking Behavior Of Children In Basic Science Using A Randomized Trial Group: Implication For Community Development,"Agboeze, Matthias U.; Ugwuanyi, Christian S.; Okeke, Chinedu I.O.; Ugwu, Gloria C.; Obikwelu, Chizoba L.; Obiozor, Elizabeth E.; Oyigbo, Dorida N.; Mbam, David",Medicine,issn: 00257974; issn:  15365964,Journal article,Medicine,Medicine (miscellaneous),,2020,coci,1,DOI,,
2792650360,10.1016/j.marpetgeo.2018.02.018,Hamad Amel;;Hamdallah A Wanas;;Arman Jafarian;;A Amel;;S Ghazi;;M A Caja,2018,2018,10.1016/J.MARGEO.2019.04.004,"Sedimentary facies and diagenesis of the Lower Miocene Rudeis Formation (southwestern offshore margin of the Gulf of Suez, Egypt) and implications for its reservoir quality",Emad S. Sallam ;; Mohamed M. Afife ;; Mohamed Fares ;; A.J. van Loon ;; Dmitry A. Ruban ;; Dmitry A. Ruban,Marine Geology,issn: 00253227,Journal article,Earth and Planetary Sciences,Geochemistry and Petrology; Geology; Oceanography,Elsevier,2019,mag,1,,,
2158392555,10.1111/j.0066-7372.2003.00023.x,Martin William Francis Stone,2011,2001,10.1353/HPH.2007.0039,Evil in Later Medieval Philosophy,Bonnie Dorrick Kent,Journal of the History of Philosophy,issn: 00225053; issn:  15384586,Journal article,Arts and Humanities,Philosophy,Johns Hopkins University Press,2007,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.3200/SOCP.146.1.31-50,THE RELATIONSHIP BETWEEN THE BIG FIVE PERSONALITY FACTORS AND BURNOUT: A STUDY AMONG VOLUNTEER COUNSELORS,Arnold B Bakker ;; Karen I Van der Zee ;; Kerry A Lewig ;; Maureen F Dollard,Journal of Social Psychology,"issn: 00224545, 19401183",Journal article,Psychology,Social Psychology,Taylor & Francis,2006,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1037/0022-3514.86.6.796,"Journal of Personality and Social Psychology, 2004 The Social Cognition of Immigrants' Acculturation: Effects of the Need for Closure and the Reference Group at Entry",Ankica Kosic ;; Arie W. Kruglanski ;; Antonio Pierro ;; Lucia Mannetti,"Journal of Personality and Social Psychology

",issn: 00223514,Journal article,Psychology;; Social Sciences,"Social Psychology;; Sociology and Political Science

",,2004,mag,0,DOI,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1037/0022-3514.86.6.796,The Social Cognition of Immigrants' Acculturation: Effects of the Need for Closure and the Reference Group at Entry.,Ankica Kosic ;; Arie W. Kruglanski ;; Antonio Pierro ;; Lucia Mannetti,Journal of Personality and Social Psychology,issn: 00223514,Journal article,Psychology;; Social Sciences,Social Psychology;; Sociology and Political Science,American Psychological Association,2004,mag,0,,,
2726172176,10.1371/journal.pone.0180487,Elvio Carlino;;Liberato de Caro;;Cinzia Giannini;;Giulio Fanti,2018,2017,10.1111/1556-4029.13941,Authors' Response,"Borrini, Matteo; Garlaschelli, Luigi",Journal of forensic sciences,issn: 00221198,Journal article,"Biochemistry, Genetics and Molecular Biology;; Medicine","Genetics;; Pathology and Forensic Medicine
",,2019,coci,1,DOI,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1016/J.JESP.2017.06.015,Generous heathens? Reputational concerns and atheists' behavior toward Christians in economic games,Colleen M. Cowgill ;; Kimberly Rios ;; Ain Simpson,Journal of Experimental Social Psychology,issn: 00221031; issn:  10960465,Journal article,Psychology;; Social Sciences,"Social Psychology;; Sociology and Political Science
",Mendeley,2017,mag,0,,,
2318852949,10.1177/0961463X15577256,Jeff Noonan,2020,2015,10.1108/JD-01-2020-0015,Conflating scholarly and science communication practices: the production of open letters on climate change,Carin Graminius,Journal of Documentation,issn: 00220418,Journal article,Computer Science;; Social Sciences,"Information Systems;; Library and Information Sciences
",Emerald Publishing Limited,2020,mag,1,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1002/(SICI)1097-4679(200001)56:1<33::AID-JCLP4>3.0.CO;2-2,"Interaction of psychosocial and physical risk factors in the causation of mammary cancer, and its prevention through psychological methods of treatment",R. Grossarth-Maticek ;; H. J. Eysenck ;; Gregory J. Boyle ;; J. Heep ;; S. D. Costa ;; I. J. Diel,Journal of Clinical Psychology,issn: 00219762; issn:  10974679,Journal article,"Arts and Humanities;;
Psychology","Arts and Humanities (miscellaneous);;
Clinical Psychology
",Wiley,2000,mag,0,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1111/JCPP.12705,"‘Mixed blessings’: parental religiousness, parenting, and child adjustment in global perspective",Marc H. Bornstein ;; Diane L. Putnick ;; Jennifer E. Lansford ;; Suha M. Al-Hassan ;; Suha M. Al-Hassan ;; Dario Bacchini ;; Anna Silvia Bombi ;; Lei Chang ;; Kirby Deater-Deckard ;; Laura Di Giunta ;; Kenneth A. Dodge ;; Patrick S. Malone ;; Paul Oburu ;; Concetta Pastorelli ;; Ann T. Skinner ;; Emma Sorbring ;; Laurence Steinberg ;; Laurence Steinberg ;; Sombat Tapanya ;; Liliana Maria Uribe Tirado ;; Arnaldo Zelli ;; Liane Peña Alampay,Journal of Child Psychology and Psychiatry,"issn: 00219630; issn:  14697610
",Journal article,Medicine;; Psychology,"Pediatrics, Perinatology and Child Health; Psychiatry and Mental Health;; Developmental and Educational Psychology
","John Wiley & Sons, Ltd",2017,mag,0,,,
2040293513,10.1080/14725886.2012.646706,Robert James Cardullo,2012,2012,10.7282/T3BG2S26,Enacting Ethnicity: Yiddishkeit Masked and Unmasked on the Contemporary American Stage,Jeffrey Shandler,Jewish Social Studies,issn: 00216704; issn:  15272028,Journal article,"Arts and Humanities;;
Social Sciences","History; Religious Studies;; Anthropology; Cultural Studies
",Indiana University Press,2018,mag,1,,,
2075796680,10.4103/0019-5545.105526,Prakash B Behere;;Anweshak Das;;Richa Yadav;;Aniruddh P Behere,2019,2013,10.1080/00207411.2020.1781426,Association between schizotypal personality trait and dispositional optimism among prisoners: Findings from some selected male prisoners in a Nigerian prison,Babatola Dominic Olawa ;; Erhabor Sunday Idemudia,International Journal of Mental Health,issn: 00207411; issn:  15579328,Journal article,Medicine,"Health Policy; Psychiatry and Mental Health; Public Health, Environmental and Occupational Health
",Routledge,2020,mag,1,,,
2152885147,10.1111/j.1466-7657.2011.00900.x,C Ujuju;;J Anyanti;;S B Adebayo;;F Muhammad;;O Oluigbo;;A Gofwan,2011,2011,10.1016/J.IJGO.2012.12.010,Denial of women's rights to contraception in southeastern Nigeria,Chibuike O. Chigbu ;; Azubuike K. Onyebuchi ;; Elijah N. Onwudiwe ;; Stella E. Iwuji,International Journal of Gynecology & Obstetrics,issn: 00207292,Journal article,Medicine,"Medicine (miscellaneous); Obstetrics and Gynecology
",Elsevier,2013,mag,1,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1007/S11153-016-9603-0,Does hope morally vindicate faith,Anne Jeffrey,International Journal for Philosophy of Religion,issn: 00207047,Journal article,Arts and Humanities,Philosophy,Springer Netherlands,2017,mag,0,,,
2502195750,10.1017/CCOL0521650186.018,Martin William Francis Stone,2006,2001,10.1111/J.0020-2754.2004.00229.X,Cities of God? Medieval urban forms and their Christian Symbolism,Keith D Lilley,Transactions of the Institute of British Geographers,issn: 00202754; issn:  14755661,Journal article,"Earth and Planetary Sciences;; Social Sciences 
	","Earth-Surface Processes;;
Geography, Planning and Development","Blackwell Publishing, Ltd.",2004,mag,0,,,
2318852949,10.1177/0961463X15577256,Jeff Noonan,2020,2015,10.1016/J.FUTURES.2017.03.008,"Colonising the future: Mega-trade deals, education services and global higher education markets",Susan Lee Robertson,Futures,issn: 00163287,Journal article,"Business, Management and Accounting;; Social Sciences",Business and International Management;; Development; Sociology and Political Science,Elsevier,2017,mag,0,,,
2163703002,10.1260/136943306779369509,Björn Täljsten,2009,2006,10.1016/J.ENGFRACMECH.2010.08.023,Characterisation of moisture-dependent cohesive zone properties for adhesively bonded joints,K.B. Katnam ;; J.P. Sargent ;; A.D. Crocombe ;; H. Khoramishad ;; I.A. Ashcroft,Engineering Fracture Mechanics,issn: 00137944,Journal article,Engineering;; Materials Science,"Mechanical Engineering; Mechanics of Materials;; Materials Science (miscellaneous)
",Elsevier,2010,mag,1,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1378/CHEST.08-0754,Serum albumin concentration and waiting list mortality in idiopathic interstitial pneumonia.,David A. Zisman ;; Steven M. Kawut ;; David J. Lederer ;; John A. Belperio ;; Joseph P. Lynch ;; Marvin I. Schwarz ;; John A. Tayek ;; David B. Reuben ;; Arun S. Karlamangla,Chest,issn: 00123692; issn:  19313543,Journal article,Medicine,Cardiology and Cardiovascular Medicine; Critical Care and Intensive Care Medicine; Pulmonary and Respiratory Medicine,Elsevier,2009,mag,0,,,
2152885147,10.1111/j.1466-7657.2011.00900.x,C Ujuju;;J Anyanti;;S B Adebayo;;F Muhammad;;O Oluigbo;;A Gofwan,2011,2011,10.1016/J.CONTRACEPTION.2016.06.003,"Response to Letters to the Editor from Irit Sinai ""Standard Days Method Effectiveness: opinion disguised as scientific review"" and Kelsey Wright, Karen Hardee, and John Townsend ""The pitfalls of using selective data to represent the effectiveness, relevance and utility of the Standard Days Method of contraception"".",Cicely Marston ;; Kathryn Church,Contraception,issn: 00107824,Journal article,Medicine,Obstetrics and Gynecology; Reproductive Medicine,Elsevier,2016,mag,1,,,
2152885147,10.1111/j.1466-7657.2011.00900.x,C Ujuju;;J Anyanti;;S B Adebayo;;F Muhammad;;O Oluigbo;;A Gofwan,2011,2011,10.1016/J.CONTRACEPTION.2016.04.020,Standard Days Method effectiveness: opinion disguised as scientific review,Irit Sinai,Contraception,issn: 00107824,Journal article,Medicine,Obstetrics and Gynecology; Reproductive Medicine,Elsevier,2016,mag,1,,,
2152885147,10.1111/j.1466-7657.2011.00900.x,C Ujuju;;J Anyanti;;S B Adebayo;;F Muhammad;;O Oluigbo;;A Gofwan,2011,2011,10.1016/J.CONTRACEPTION.2016.06.002,"The pitfalls of using selective data to represent the effectiveness, relevance and utility of the Standard Days Method (SDM) of contraception.",Kelsey Q. Wright ;; Karen Hardee ;; John W. Townsend,Contraception,issn: 00107824,Journal article,Medicine,Obstetrics and Gynecology; Reproductive Medicine,Elsevier,2016,mag,1,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1016/J.CCA.2017.12.014,"Impact of serum albumin levels on long-term all-cause, cardiovascular, and cardiac mortality in patients with first-onset acute myocardial infarction.",Ming Xia ;; Chi Zhang ;; Jian Gu ;; Jing Chen ;; Lin-Chi Wang ;; Yan Lu ;; Chun-Yan Huang ;; Yong-Ming He ;; Xiang-Jun Yang,Clinica Chimica Acta,issn: 00098981; issn:  18733492,Journal article,"Biochemistry, Genetics and Molecular Biology;; Medicine",Biochemistry; Clinical Biochemistry;; Biochemistry (medical); Medicine (miscellaneous),Elsevier,2018,mag,0,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,,Plasma transfusions in horses with typhlocolitis/colitis.,Luis G Arroyo ;; William Sears ;; Diego E Gomez,Canadian Veterinary Journal-revue Veterinaire Canadienne,issn: 00085286,Journal article,Medicine;; Veterinary,Medicine (miscellaneous);; Veterinary (miscellaneous),Can Vet J,2019,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1002/BJS.5726,Randomized clinical trial comparing the effects on renal function of hydroxyethyl starch or gelatine during aortic aneurysm surgery,A. Mahmood ;; P. Gosling ;; R. K. Vohra,British Journal of Surgery,issn: 00071323; issn:  13652168,Journal article,Medicine,Surgery,"John Wiley & Sons, Ltd",2007,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1002/BJS.9943,"Meta-analysis of colloids versus crystalloids in critically ill, trauma and surgical patients",S. H. Qureshi ;; S. I. Rizvi ;; N. N. Patel ;; G. J. Murphy,British Journal of Surgery,issn: 00071323; issn:  13652168,Journal article,Medicine,Surgery,"John Wiley & Sons, Ltd",2016,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1111/J.1365-2133.2004.06272.X,Pruritus precipitated by hydroxyethyl starch: a review.,K. Bork,British Journal of Dermatology,issn: 00070963; issn:  13652133,Journal article,Medicine,Dermatology; Medicine (miscellaneous),Blackwell Science Ltd,2005,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1093/BJA/AEL359,Hydroxyethyl starch: does our choice of colloid prevent or add to renal impairment?,G.H. Mills,BJA: British Journal of Anaesthesia,issn: 00070912; issn:  14716771,Journal article,Medicine,Anesthesiology and Pain Medicine,Oxford University Press,2007,mag,0,,,
2796436963,10.1213/00000539-199911000-00009,Bernhard Kumle;;Joachim Boldt;;Sven Piper;;Christian Schmidt;;Stephan Suttner;;Sanja Salopek,2020,1999,10.1093/BJA/AEL333,Effects of hydroxyethyl starch administration on renal function in critically ill patients,Yasser Sakr ;; Didier Payen ;; Konrad Reinhart ;; Fernando Suárez Sipmann ;; Edward Zavala ;; Jeremy Bewley ;; Gernot Marx ;; Jean Louis Vincent,BJA: British Journal of Anaesthesia,issn: 00070912; issn:  14716771,Journal article,Medicine,Anesthesiology and Pain Medicine,Oxford University Press,2007,mag,0,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1006/BBRC.2001.5042,An analog of the human albumin N-terminus (Asp-Ala-His-Lys) prevents formation of copper-induced reactive oxygen species.,David Bar-Or ;; Leonard T. Rael ;; Edward P. Lau ;; Nagaraja K.R. Rao ;; Gregory W. Thomas ;; James V. Winkler ;; Richard L. Yukl ;; Robert G. Kingston ;; C.Gerald Curtis,Biochemical and Biophysical Research Communications,"issn: 0006291X; issn:  10902104
",Journal article,"Biochemistry, Genetics and Molecular Biology","Biochemistry; Biophysics; Cell Biology; Molecular Biology
",Biochem Biophys Res Commun,2001,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1016/0005-7967(94)00091-W,Method of test administration as a factor in test validity: The use of a personality questionnaire in the prediction of cancer and coronary heart disease,Ronald Grossarth-Maticek ;; H. J. Eysenck ;; Gregory J. Boyle,Behaviour Research and Therapy,issn: 00057967; issn:  1873622X,Journal article,Medicine;; Psychology,"Psychiatry and Mental Health;
Clinical Psychology; Developmental and Educational;; Experimental and Cognitive Psychology
",Behav Res Ther,1995,mag,0,,,
1925740804,10.1016/j.cub.2015.09.056,Jean Decety;;Jason M Cowell;;Kang Lee;;Randa Mahasneh;;Susan Malcolm-Smith,2019,2015,10.1016/J.BRAT.2016.12.016,An introduction to using Bayesian linear regression with clinical data,Scott A. Baldwin ;; Michael J. Larson,Behaviour Research and Therapy,issn: 00057967; issn:  1873622X,Journal article,Medicine;; Psychology,"Psychiatry and Mental Health;
Clinical Psychology; Developmental and Educational;; Experimental and Cognitive Psychology
",Behav Res Ther,2017,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1163/156853905774539445,Natural selection and animal personality,Niels J. Dingemanse ;; Denis Réale,Behaviour,issn: 00057959; issn:  1568539X,Journal article,"Agricultural and Biological Sciences;; Neuroscience
",Agricultural and Biological Sciences; Animal Science and Zoology;; Behavioral Neuroscience,Brill,2005,mag,0,,,
1973632246,10.2466/pr0.1990.66.2.355,Ronald Grossarth-Maticek;;Hans J Eysenck,2020,1990,10.1163/156853905774539418,"Behavioral style, dominance rank, and urinary cortisol in young chimpanzees (Pan troglodytes)",Stephanie F. Anestis,Behaviour,issn: 00057959; issn:  1568539X,Journal article,"Agricultural and Biological Sciences;; Neuroscience
",Agricultural and Biological Sciences; Animal Science and Zoology;; Behavioral Neuroscience,Brill,2005,mag,0,,,
2726172176,10.1371/journal.pone.0180487,Elvio Carlino;;Liberato de Caro;;Cinzia Giannini;;Giulio Fanti,2018,2017,10.1111/ARCM.12383,The Evidence of Crucifixion on the Shroud of Turin Through the Anatomical Traits of the Lower Limbs and Feet,V. L. Caja ;; M. Boi,Archaeometry,issn: 0003813X; issn:  14754754,Journal article,"Arts and Humanities;;
Social Sciences",History;; Archeology,"John Wiley & Sons, Ltd (10.1111)",2018,mag,1,,,
2039505288,10.1097/00000539-200010000-00022,Joachim Boldt,2020,2000,10.1007/S00101-007-1235-4,Determinanten des insensiblen Flüssigkeitsverlustes,M. Jacob ;; D. Chappell ;; K. Hofmann-Kiefer ;; P. Conzen ;; K. Peter ;; M. Rehm,Anaesthesist,issn: 00032417; issn:  1432055X,Journal article,Medicine,Anesthesiology and Pain Medicine; Medicine (miscellaneous),Springer-Verlag,2007,mag,0,,,
